영화명,평점리뷰
클로저,"때론 낯선사람이어서 진실해진다. 서로 알게될수록 늘어나는 거짓말사람들의 이중성. 넌 진실해야 돼, 난 적당히 진실할테니.볼때마다 다른느낌의 영화. 20대때 처음 접했을땐 불편하고 매력적이지만 2번은 안보고싶은 영화였고20대후반에 다시봤을땐 현실적이고 건조한 영화였고30대인 지금은 슬프고 잘만든 영화다.가까워지고 익숙해지는 순간에 그 사람은 더 이상 당신의 뮤즈가 아니다.사랑에 있어서 진실을 찾으려는 행동만큼 비겁한 행동도 없지두 남자와 두 여자 이야기. 남자의 사랑과 질투, 일종의 동물성과 비겁함을 잘 그림. 반면 두 여자는 대조적임. 지극히 수동적인 안나와 능동적으로 댄을 버리고 자신의 삶을 택한, 제인. 그녀는 어쩌면 처음부터 알리...사랑이란 단어자체는 아름다울지 모르나 결국 인간들이 만들어낸 단어일뿐 현실에선 진실된 사랑을 찾기 어렵다인생의 실체를 알려준 영화 stranger = closer나탈리 포트만 정말 아름답다..단 한가지 확실한 것은, 앨리스는 단 한번도 댄에게 진실을 요구한 적이 없었다는 것. 앨리스는 오로지 사랑을 원했다."
짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,"걍짱구는 명불허전근데 요즘짱구가 착해져가는거같은데1기부터봐오던 나에겐 지금에짱구는 걍천사인데?방금 챔프에서 봤는데 울뻔했어요ㅠㅠ 너무 감동적이에요ㅠㅠ이거 절대 잊지 못할거에요ㅠㅠ다운받아서 보고싶다다운받아서 보고싶다 한번보고 못보다니보고싶어여 무척!!!!!!평타이상인듯? 나름재밌었다. 임팩트가 부족하긴했지만...어른제국, 전국대합전이란 벽앞에서 짓눌리지 않은것만도 용하다 .약간아쉬운거는좀더진지하게짱아와지구사이에서고민하는부모와짱구의모습을비춰주었으면좋았을텐데...그냥이거고...시원찮아보이지만 꽤 심오한내용을 다루고잇네요.... 겉으로보기보다는 내용안에 의미를 잘 이해하면서 봐야할듯하네요...이거 봤는데 원작애니는 그냥 떡잎마을이야기, 극장판은 시공의 제약을 받지않는 엄청난 스케일인 만화 이번 극장판을 보고 장르가 뭔지 궁금해짐짱구야 많이 컸구나.. 짱아를 챙기는 너의 모습 잘봤다앞부분 지루하지만 지가벌려 놓은일 자기가 처리하려는짱구 인상적이였구요 대왕인가 뭔가 얼굴 혐오스러워서 보다흠칫했음 꼭저렇게 그려야했나"
더 임파서블,"연기 천재입니까? 루카스꼭 반전이나 스케일이커야만 재밌다고 하는 족속들이 있다니까...ㅉㅉㅉ이건 드라마다 감동과 가족애..그것으로 최고였다쓰나미도 쓰나미지만 가족을 잃는 것이 가장 큰 재난.감동적이였고, 최고의 영화인것같다.볼라다가 못보고 티비에서 나오길래 봤는데보는 내내 감동을 잊지 못하였다.일가족이 다 살아남는다는것은 억지이다?아니 기적이다.캐스트어웨이 이후 외국영화보고 감동받긴 처음, 다 때려부수는 화려한 cg를 기대한다면 비추 스토리 연출력 연기력 모두 갖춘 그야말로 제대로 만든 영화왜 7 점밖에 안되지?? 루카스연기 아이답지않게 잘하네요 개인적으로 해운대보다 훨낫습니다이영화를 보고 1점도 아깝다 하는 사람들은 가족이 없나;; 아님 감정이 메마른 사람들인가.. 1분1초 모두 집중하고 보았다. 눈물도 한바가지 흘리면서 ㅠㅠ 아이부터 어른까지 모두 연기력 ㅎㄷㄷ 하고 너무 감동적이네요...정말 재밌게 봤다. 무엇보다 너무나 감동적이었고, 영화라는 생각이 들지 않을 정도로 생생한 장면의 연속이었다. 극중 등장인물들 모두 매력적이었으며, 톰 홀랜드의 연기력은 정말 최고였다.진정성과 현실성으로 관객들에게 승부수를 던지다."
라파예트,"중간에 미군 전투기 조종사가 격추당하려는거 예감하고 눈감았는데 독일군 전투기가 경례하고 지나가는거보고 감명받음1차세계대전 당시 공군은 명예라는 틀안에서 전쟁을 했죠. 적이라도 존중하던 때.굉장한 공중전...그리고 프랑스 여인 이쁘네...감동적이고,,전쟁영화를 심각하게 그리지않고 그 안에서도 재밌어서 좋았음 그래서 현실감은 떨어질수는 있지만 영화는 영화니까..전쟁영화를 재밌게 보긴 처음프랑스판 김태희..Jennifer Decker(제니퍼테커).. 엄청 이뿌구나요..일단 별5개..ㅋㅋ멋있는 영화. 롤링스와 루시엔이 정말 사랑스러웠음. 실화라서 슬펐지만..거대한 전쟁씬은 아니였지만 그런대로 괜찮았다. 결말은 안타까웠지만 나름 볼만했다.전투신이 서정적(?)이고좋다, 루시에나가무척이쁘다..용맹한 조종사들의 영화 감동적인 영화특출나진않았지만 깊이남는 영화 여주인공은 최고다"
퀸카로 살아남는 법,"우리나라로 따지면 김태희 송혜교 전지현 세명이 청초하던시절 동반출연한건가..아만다 사이프리드 귀요미 ㅋㅋ최고 재밌는 하이틴!! 린제이 로한 제일 이쁠때에다 아만다랑레이첼 맥아담즈까지 어릴때모습 보는 재미도 있고 쌍콤하다깎아내려도 부러워해도 남의 인생일뿐, 내 가치가 올라가진 않는법...여주 두명다 너무 예쁘고, 아만다 사이프리드도 귀엽고 멍청하게나오네요정말 재밌게 봤습니다.어느나라든 학교 안은 아프리카 야생세계다ㅋㅋ하이틴 영화라고 무시하면 안됨...이건 진짜 봐도봐도 너무 재밌는 영화ㅠㅠ대사 하나하나 주옥같고 ost도 존좋..기대안하고 봤는데 린제이로한이랑 레이첼 맥아담스랑 다 너무너무 이뿜.그리고 내용도 꽤 탄탄하게 재밌다ㅋㅋ근데 레이첼 맥아담스가 3명보다 10살 많은거 알고 소름ㅋㅋ대박 동안ㅋㅋ짱 레이첼너무이쁨영화자체는 기억할 만한 작품은 아님. 그냥 세 명의 배우가 현재는 각자 이 영화속 캐릭터와 정 반대의 이미지가 됐다는게 아이러니함."
고질라 VS. 콩,"관람객 시리즈 중 최고였던거 같아요;; 극장가서 보길 잘한듯관람객 시원시원하게 두드려 패고 맞는 영화. 종종 봐줘야 마음이 상쾌해진다.관람객 방사능 왕도마뱀과 인류 조상 격 에이프의 환상적인 좌충우돌 액션 콜라보관람객 We need Kong, The world needs him.관람객 콩 점프하고 고질라 수영하고 전투씬 나올때마다 포디로 보니까 ㄹㅇ 존잼임ㅋㅋ 님들아 꼭 나믿고 포디로 보셔라관람객 괴수 두마리가 화면을 꽉 채우는데.. 진짜 너무 웅장하더라구요..ㅋㅋ액션들도 시원시원해서 스트레스 해소 제대로 하고 왔어요 ㅋㅋㅋ관람객 초반에는 스토리 전개나 현실적으로 무리가 있는부분도 많았지만 괴수영화로서 괴수들의 전투부분이 좋았습니다콩의 유인원으로서의 인간적인 부분이나 싸울때 사람처럼 도구를 잘사용하는 부분도 좋았습니다관람객 이번 시리즈는 레전드입니다 기대가 엄청많았는데 기대이상으로 더!!!!재밌어요!!!!관람객 소녀와 교감하는 콩이라니!! 뭔가 특별하면서도 친숙하게 다가오네요ㅎㅎㅎ관람객 역시 액션은 극장에서… 액션 타격감 개쩜! 2시간 순삭ㄷㄷ"
사일런스,"관람객 키치지로의 모습이 내 모습 같았다..관람객 종교를 믿었다가 무신론자가 된 사람이었는데 마음 한쪽 신의 자리가 있었나 봐요 많이 울고 나왔습니다믿음.신념. 희생. 고난에 처했을 때 어떤 선택을 할 것인가. 생각할거리가 많은 영화. 오스카에서 외면당해서 안타깝다는 말이 이해가 갔다종교인이 아닌데도 깊은 감명을 받았다.관람객 믿음에 대해 깊이 생각해볼수있는 작품이었습니다 강추합니다침묵 속 우리는 어떻게 살아야 하는가관람객 생각 많아지는 영화입니다침묵하시는 듯 보일지라도, 결코 침묵하지 않으시는 분..조조보고왔습니다, 재미없을거같았는데 핵소고지에서 앤드류가필드 연기에 반해서 믿고봣는데 역시 믿고보는 가필드 그냥보세요 종교상관없이 대박이다..사제들이 간구한 신은 뜻은 천대받는 기치지로를 통해 전해지고 있었다. 기치지로는 곧 우리 자신이다. 기치지로 같은 이들을 용서하고 받아들임이, 곧 예수께서 모든 이들에게 하고자 하셨던 일이었던 것이다."
스카우트,"아직도 공중전화 부스 안에서 임창정 진짜로 맞던 장면 잊혀지지가 않음와 이 영화를 지금봤네ㅠㅠ 개봉당시에는 '임창정 또 잘 안될것같은 코믹영화만 찍는구나..'하고 지나쳤었는데ㅜㅜ 흥행하지못해서 너무 아쉽다 임창정영화중에서 제일좋음1점준 놈들아 명박이나 빨아라 이 일베충들아최고의 영화 최고의 연기재밌고 감동있어요택시운전사 보고왔습니다. 오일팔을 다룬 영화 중 최고는 아직도 스카우트 입니다 ㅠㅠ""내 영화인생에 가장 좋아하는 작품이다""-임창정. 나 역시 충분히 공감한다.포스터가 이영화흥행을 망쳤네요임창정 영화중에 젤좋은 영화다 한가지 안타까운건 이좋은 영화를 홍보나 포스터 등으로 저렴하게 만들어버린 마케팅에 문제가 있었다고 본다 나도 당시에포스터보고 또 저렴한코메디 영화구나 싶어 안봤다가 지금에서야 봤다 아니...역사적 팩트 안에서 개개인의 픽션이 잘 버물어진 정말 좋은 영화."
링컨 차를 타는 변호사,변호사와 의뢰인간의 면책특권과 변호사의 양심과의 줄다리기를 잘 풀어낸 영화..매튜 매커너히 완전 섹시하다 엎친데 덮친격의 상황에서도 마지막까지 어찌나 쿨하신지ㅎㅎ 반전들이 좀 뻔하긴한데 배우가 매력있으니 다 커버가됌..진짜 재밌다. 미국적 쿨함이 뭔지를 알겠음영화는 괜찮은데 제목은 왜 이따구야영화가 보여주는 걸 다 보고나서야 순차적으로 이해된다. 도중에 포기하지 마라. 끝까찌 보면 온몸에 전율이 오를걸? 전문가들은 기다릴줄을 모르나봐 얼마나 재밌는데농담아니라 진짜 재미있네요. 긴장감 장난 아니에요 꼭 보세요의뢰인보다 먼저 볼 걸.법정 미드느낌 . 감동보다는 걍 말초적 긴장감대박 긴장감. 영화제목이 잘못됐음. 완전 법정수사물 스릴런데 제목만보고 정치영환줄양아치같이 살지만 가슴속에 죄책감에 시달리는 너무나도 인간적인 주인공이 좋았음 ㅎ 범인은 정말 나쁜 놈이고 ㅋㅋ
신비한 동물사전,"아 진짜 이 세기에 안태어났었으면 이 시리즈들을 못봤을텐데.. 정말 행운인거같다익숙한 해리포터 오프닝 곡에 반가웠다. 원작자 조앤 롤링이 직접 각본가로 참여한 이 영화는 팬들에게 최고의 선물이 될듯. 에디 레드메인은 사랑스러웠고 초중반에 나오는 니플러 씬 스틸러. 5부작이라 속편들이 기대됩니다...해리포터랑은 약간 다른느낌입니다. 1926년에 볼드모트태어났는데 배경이 1926년이라는점마법부 대통령이나 우리나라 대통령이나 무능력한건 도찐개찐닥터 스트레인지가 화려했다면, 신비한 동물사전은 신비로웠다.어린 나의 꿈을 다시 깨워줘서 고마워요.관람객 해리포터 덕후는 새 시리즈 나와주셔서 넘 감사합니다ㅠㅠ 성인 마법사 이야기인것도 너무 새롭고 해리포터 이전의 이야기인것도 미국이 배경인것도 완전 다 새롭고 좋았음!! 동물들 진짜 매력터지고 ㅋㅋㅋㅋ스크린 젤 큰거로...스토리가 너무 가볍고 왔다갔다함 여주가 너무 민폐고. 해리포터 프리퀄이라해서 봤는데 잘 뻔...관람객 정신없이 보다보니 어느새 결말부분임이번에는 어른을 위한 해리포터다"
슬리피 할로우,크리스티나 리치의 아름다운 모습조니뎁은 특이한매력이있어서이런영화에정말잘어울리고매력적인듯 오묘한뭔가가있어 다른사람이없는뭔가가초딩때 캐치온인가에서 본기억이 ㅋㅋ19세라서 뜨끔했지만 계속보게되는 영화ㅋㅋㅋ이게 1..8년전 영화라니..말도 안돼... 시대를 앞서가는 팀버튼..지금봐도 촌스럽지가 않다. 가위손도 그렇고맨 얼굴의 조니 뎁을 보는 것은 오랜만이다본지 10년이 넘어서 다시 봐도 꿀잼이네요비디오테이프 돌려보던시절 아주 재밋게 본기억이...섬세하고 멋진 소품들과 젊은 조니뎁을 볼 수 있는 최고의 영화!팀버튼식 미국동화임 팀버튼 영화 분위기는 항상이런가?옛날옛적 무서운 이야기를 이불 덮고 듣는 기분. 크리스티나 진짜 허벌나게 이뻐부네 아 손도 포동포동해서 귀엽구 ㅎ
하트 오브 더 씨,관람객 살아야겠다. 저사람들도 살았는데관람객 고래 완전 쩌네요!!! 배멀미날 것 같은 실감 넘치는 장면에 완전 압도 당했어요! 꼭 보시길 대박임!!극한 상황에서의 인간의 내면 갈등을 잘 표현해낸 작품이 아닐까 싶네요 글로는 이해할 수 없었던 부분이 영화로보면 한층 더 이해하기가 쉬워집니다저 정말 궁금한건데요 메튜 조이가 술병을가지고 무인도에 남게 되잖아요 그 술을 먹었을까요?방울 털모자 같은건 좀 벗고 봅시다 남친한테 이쁘게 보이고 싶으시면 극장 말고 밝은 곳에서 데이트 하시길생각보다 재밌게봤다 남주들존잘이네 고래쩜감동적인 영화 실화를 바탕으로 만든작품이라고믿기지 않을만큼 놀라움의 연속 크리스 헴스워스의 연기가 훌륭함관람객 영상미 진짜 핵좋음ㅠㅠ아맥으로 또볼꺼야ㅠㅠ 재미도 감동도 있다제2의 캐스트 어웨이 보는거 같았음!!! 그리고 보는내내 지루할틈 전혀 없이 생동감 넘치고 모든 인간의 감정을 한 영화에서 다보는 듯했음처음부터 끝까지 압도적인 몰입감을 선사하는 최고의 영화!
황시,"저분 존경 합니다 !배우들의 감동적인 연기에,,스토리에 감동하고,,실화라는사실에 한번더 감동한 영화,,진짜 감동적이네요...ㅎ감동적인 스토리, 배우들의 연기, 그리고 아름다운 영상, 모든 걸 만족 시켜준 영화였습니다.포풍이 밀려온다우리 한국어썜이 보여줬는데 잘뻔했음. 이건 쓰레기 영화이며 다신보기 싫은 영화 1위.실제이야기라덴데요... 실제로뵙고싶네요...^^고작 손바닥 상처 때문에 죽게 되다니... 실망이다.감동도 재미도 별로인 ㅡ; 마지막 정말 허무해서 치를떨었음 ㅋㅋ"
인디펜던스 데이,"20년이 지난지금도 충무로에선 엄두도 못낼 명작96년에 만들어졌다고 믿기힘든 엄청난 CG기술이였다 CG기술을 연도에 비교하자면 2007년 정도?지금 생각해보면 그 시대에 이런 영화를 만들 수 있다는게 참 대단하단 말밖에 안 든다. 마지막 장면은 언제 봐도 눈물을 훔친다김치놈들은 참 웃긴게 미국영화에서 미국이 영웅되는건 당연한거아니냐?? 미국영화에 장동건이 소총들고 태극기 휘날려야돼냐?? 어글리 코리안들 ㅉㅉ이거 재미없는줄 알았는데 졸라 재미있음 ㅎㅎㅎ그당시엔 정말 충격적인 영화였다. ost 부터 지린다 지려이 영화가 왜? 평점 8점인지 이해가 안간다. 1996년으로 치면, 최고의 대작 평점 10점짜리 영화인데 말이다.96년도 영화지만 전혀 어색함이 없다 외계인 침공영화중에선 이게 갑이다대중상업영화로써의 가치만 보자면 한마디로 ""쑈크""라고 표현할 수 밖에 없는 엄청난 영화. 당시 백악관과 의회의사당, 엠파이어스테이트 빌딩등이 파괴되는 장면이 너무 리얼해서 논란이 일기까지했었지. 17년...이걸 재미없다고 하는 애들은 도대체 한국 조폭 쓰레기 영화만 골라 보나?? 이정도면 한국에선 2020년이 되도 못만듬"
맨 프롬 UNCLE,관람객 베우들 왤케 잘생김..스파이물로서는 상당히 좋음..헨리 카빌 아미 해머 둘다 잘생겼고..알리시아도 이쁨 근데 키스 좀 하게 냅두지 진짜ㅋㅋㅋ왠지 후속편도 나올거 같은데 기대해봐도 되는건강박진감 넘치는 장면들도 있고 웃긴 장면들도 있고ㅋㅋ 이런거 킹스맨 이후로 오랜만인듯난 이거 시사로 보고 왔었는데 사람들 그때 사람들 반응 되게 좋았음 이정도의 영화면 내 돈주고 봐도 아깝지 않을거임관람객 아 진짜 제발 키스 좀 하게 냅두지....친구가 눈호강하자고해서 제목도 모르고 급하게 들어가서 봤는데 나올때 넋놓고나왔어요ㅋㅋ재밌고 눈호강도하고 좋~~은 영화!ㅋㅋ관람객 ㅎㅎ 내가 조아하는 스톼일 의 스파이 ☆ 딱딱하지 않은 재미있는 영화 ~ 두남다 넘 멋져서 눈이 넘 즐거웠던 영화 ☆관람객 남자보다 여자가 더 좋아할 것 같다. 눈이 호강한다.관람객 두명의 007을 보는듯한ㅋㅋㅋ재밌었음
아델라인 : 멈춰진 시간,"일단 영상미가 개쩔. 후회 안함.영원한 젊은이란 운명을 바꿀수 있는 힘을 주지만 거꾸로 생각해보면 최악의인생이다. 곁에 없으면 인생이 무의미해지는 사랑들을 떠나보낼 세월의힘을 빼앗겨버렸으니.영원한 젊은만 가진체 영원히 홀로 사야가야하니.블레이크 라이블리가 연기 잘하는 배우라는 생각이 첨 들었다... 깜놀... 볼만하더라소중한 존재와 늙는다는것가을에 딱인 영화.늙을수 있다는것도 고마운일이란는걸 느끼게 해준영화.관람객 평가가 호불호라 기대를 낮추고 보긴했는데 내가 여자라 그런가 날 스쳐간 사람들이 떠오르면서 내 과거와 미래에 대해 생각하게 만들어주는 영화 그리고 블레이크 라이블리는 타고난 고급진 분위기가있어서 역에 몰입이 좋았음관람객 나레이션이 맥을 좀 끊는게 있는듯하네요.. 나름 과학적 설명을 부여하려고 몇 암페어에 몇볼트 번개가 이온이 어쩌고 DNA가 어쩌고.. 하는데 참 설득력 없어보이는.... 그부분에서는 연출력이 아쉽네요ㅜㅠ 여주의 연기...스토리는 늙지 않아 괴로운 아델라인인데, 젊음을 한껏 치장한 미모와 패션으로 시선을 사로잡고, 오래 살아 이득 본 것들이 은근 부럽게 그려지니, 아델라인 당신, 정녕 영생이 싫은겐가 헷갈리긴 하네.관람객 정말 좋은 영화였습니다~!!가을에 딱 맞는 로맨스. 주말용 데이트 영화로 선점했음~~"
바람의 파이터,"월드스타 비가 찍으려다 포기한 작품. 그만큼 연기력이 뛰어난 양동근을 만날수있는 작품원래 비가 주인공이였다고 하는데..개인적으로 양동근이 한게 다행인듯..재미있게 본영화!이것이 실화라는 사실에 존경심을 표한다일본 여자주인공하고 잘됬으면 좋았을건데.. 그망할일본순사가 안만다고 구라만안쳤어도..처음 개봉했을 때 봤을 때는 정말 재미있었는데, 다시 보니 좀 아쉬운 점이 있었다. 최배달의 인생을 제대로 살리지 못한 점이 아쉬웠다. 하지만 액션 신이나 배우들의 연기는 좋았다고 느낀다.최배달과 양동근을 알게 해준 영화양동근하면떠오르는작품.베뎃... 당시 비는 ㅈ도 아니었구만.. 글고 이미지상 비는 아니다 그나마 우직해 보이는 양동근이 어울림 이 영화는 원숭이 패는 맛에 본다양동근의 내면연기가 돋보인다 거기다 외국어로 연기를 해야하고 몸도 잘 써야되니 그의 노력이 고스란히 보여 좋았다. 10점짜리 영화는 아니지만 10점을 줘도 아깝지 않은 영화. 배우들도 좋고 음악도 좋았다.진짜 좋아하는 영화! 드라마로 제작되었음하는 바램있습니다.물론 주연은 양동근~ㅋ"
호튼,"정말 최고다...조금유치한 면도 있지만 재미있다내가 본 모든 애니메이션 영화중에 다섯손가락에 드는 영화.나이드신 어른분들이 보셔도 재밌게 보실것같다.아주작아 보이지도않는, 볼품없어 보이는 세상을 지켜내려는 과정에서우리는 아주 큰 교훈을 얻을 수 있다. 재미,감동...지구와 우주를 비유해 띠끌속 조그마한 마을은 우주에서 띠끌처럼 조그마한 지구를 비유해 인상적이고 너무너무 감동적인 영화였다영화의 소재는 인상적이고 할 수 있는 이야기가 매우 많다. 하지만 영화는 과장된 슬랩스틱과 끊임없이 나오는 (조금 유치한) 개그에 집중을 해서 아쉽다.진짜 손에 꼽히는 애니메이션 중 하나ㅠㅠ 다시보고싶은데 넷플이나 왓챠에 없어서 넘나 아쉽따솔직히 재미있음 ㅋ재미없다고하시는분들은 유치하게생각하고 봐서그런듯두번씩 보는 영화가 별로 없는데 이건 몇번을 봐도 지루하지 않고 세월이 흘러도 문득 생각이 나서 다시 찾아보게 되는 애니메이션.짐 캐리 갓 재밋엇다 ㅎㅎ재밌게 잘 보았습니다.어린이뿐만 아니라 성인들이 봐도 좋은 애니메이션~"
디센던트,"희극이든 비극이든 가족안에서 끌어안는다. 쿨한척하는 허세보다 찌질한 감정들이 오히려 더 공감된다.조지클루니가 나이드는게 더이상 우려스럽지않다. 그가 멋스러운 외모말고도 여전히 보여줄게많은 배우라는데 아직도 이견있는 관객이 있을리 만무하다.과하지도 부족하지도 않게 적당히 간을 맞춘, 담백한 음식을 한접시 맛본 기분이다. 조지 클루니는 언제나 실망시키지 않는다.이 죽일 놈의 가족 .영화의 친밀함 속에 믿을 수 없는 인생사.왜 낮은점수를주는지모르겠다. 스토리, 배우, 감독 전부 완벽했다.아주 재미있는건 아니지만.. 뭔가 남는 이기분은 뭐지?보는 내내 너무 현실적이라 화가 났다. 하지만 결국 현실과 타협 혹은 생활로 들어가는 모습을 보며 씁쓸하면서도 아 저게 인생이지 싶었다논스톱시청 감정선 쭈욱 이어진 캐릭터도 캐스팅도 스토리도 OST도 다 좋은 군더더기 없는 진행 ""가족은 군도 같은 것 ""감정선이 너무 잘 표현된것같다. 배우들도 잘 연기해주고"
마더,봉준호 감독하면 괴물.살인의추억이지만 사실은 마더가 숨겨진 명작..평점이 왜 이리 낮은지? 한국찌랭이들은 원빈얼굴로 은밀하게 위대하게 찍기 바래서 그러나?마지막 연출은 진짜 잊을수가 없다..아저씨가 9.2점인데 마더가 7.8점이냐 말이 되나 ㅋㅋㅋ원빈이 찬양받는 이유는 잘생겼기때문만 아니다.최고다. 정말 최고다.평점이 반전이네? 살인의 추억과 더불어 9점 정도 나와도 전혀 아깝지 않은 최고의 영화인데.. 김헤자 씨의 연기는 타의 추종을 불허한다.엄마는 위대하나 가장 비천한 존재다. 그 흔한 클리셰를 잔혹하고 가슴 저리게 만들었다.장르의 쾌거는 바로 이 맛에서 나오는 법. 고전적 탐정 이야기로 숭고한 서스펜스를 만들어내다.이런 분이 설국열차를 연출하셨으니 망할리 없겠네...
터키,"""여기서 터키는 칠면조였구나..."" 저게 우리나라 영화 평론가 수준입니다 여러분 도대체 무슨생각으로 한줄짜리 허세글 다는지 진짜 노답 그런건 일기에나 쓰세요평론가 평 대박 ㅋㅋㅋ 자기 소속 이름 내걸고 저딴 평을 적는 용기를 칭찬한다 ㅋㅋㅋ 진짜 답이 없다영화는 안봤는데 평론가 한줄..노답완전 웃겨죽는 줄ㅋㅋㅋ 캐릭터들도 너무 귀엽고ㅋㅋ 성우들 연기도 대박ㅋㅋㅋ아이 엄마들이 재밌다고해서 기손꼽아 기다렸던! 드디어 개봉하네요!영화평론가..리뷰 어이없내..이런 영화 를 평론가들이 5점 준다는 건 너무 재수없다. 재밌는데...기자인지 평론가인지 몰라도 표지보고도 나라 터키라고 기대한건가요? 귀여움ㅋㅋ관람객 아이와함께보았는데 재밌고 신선하고 유쾌했어요~ㅎㅎ 반전도 있었구요~!ㅎㅎ진짜 웃김 ㅋㅋ아이랑 같이 봤는데 빵빵 ㅋㅋㅋㅋ"
폭스캐처,"추천하면 뭐하는데 볼수가 있는 곳이 없는데 가까운 상영관을 저녁 그것도 자정이다 말이 되는지 쎄OO이였나 그영화는 상영관이 독점으로 다 있으면서 이러한 영화는 상영관이 없다는 것이 말이 되는 것인지 이제는 한국영화 ...스티브 카렐의 초점 없는 동공 하나로 이 영화를 설명한다두 배우 사이에 묻히기엔 채닝 테이텀의 열연도 빼놓기 아깝다내가 알던 그 스티브 카렐이 맞을까 싶게 화면을 압도하는 그의 광기.더불어 이제 장인급으로 올라서는 마크 러팔로의 연기와 오버하지 않는 절제된 연출이 훌륭하게 어우러진다.관람객 10년에 한번 볼까말까한 연기를 보여준 세배우 대단하다. 배우란 다이어트하고 성형을하고 비현실적인 모습으로 보여주는것이 배우가 아니라 그 역할에 맞는 배역으로 빙의할수있는 자만이 배우다. 정말 배우란 이런것이구나....3명다 연기 짱~ 지루할듯 하지만 전혀 그렇지 않은제발 극장에서 보고싶은 영화좀 보자! 무슨 한국영화만 죄다 틀어대니...진짜 짜증나서 한국영화 꼴도보기 싫타!불쾌할 정도로 건조한 시선이 사건과 인물의 기괴함을 배가 시킨다. 유아적 결핍과 억눌린 광기를 표현하는 스티브 카렐의 연기가 압권이다.한국영화시장은 CJ와 롯데, 그리고 두 대기업이 자본력으로 시장을 독점할 때 규제하지 못한 정부에 의해서 망하고 있고, 망할 것이다. 스크린 독점으로 천만 영화는 많이 나오겠다만...ㅉㅉ관람객 세상에서 가진게 단 하나뿐인 남자와 모든걸 가졌지만 단 한가지를 갖지 못한 자의 운명. 돈으로 살 수 없는 것에 대한 분노와 갈증이 만든 비극이 실화였다니 더욱 놀라울 뿐이다.. 특히 스티브 카렐은 역대급이다; 인생..."
런,"관람객 딸과 엄마 연기 대단하네. 감독이 긴장감을 제대로 끌고가서 잼나네요관람객 장애인이나 몸이 불편한 사람들에게는 일상이 호러가 될 수 있다는 걸 생생하게 보여줌. 새로운 관점의 스릴러.관람객 특별히 무섭거나 잔인한 장면 없이 연출만으로 나에게 긴장감을 줬음. 대단함관람객 영화관 들어가서 정신차려보니 90분 지났더라구요. 진짜 몰입감 대박 스릴러!관람객 서치 보다 더 대중적이고 시간가는줄 모르는 영화임. 믿고 봐도 되는 스릴러.관람객 역시 사라폴슨 마지막까지 긴장감 놓치지 않고 잘봤어요관람객 불필요한 사족을 붙이지않고 스릴러의 본질에만 집중할수있게 정공법으로 밀어붙이는 영화. 90분내내 딴생각할 겨를이없었던 간만에 좋았던 스릴러.관람객 저예산, 배우들 연기가 멱살 캐리,재밌음1시간 동안 집만 나옴관람객 인생스릴러다 진짜 다 보고 나니까 심장 아픔.. 긴장감 대박 서치 뛰어 넘네관람객 배우들의 연기 덕분에 긴장감을 놓지 않고 볼 수 있었습니다. 흔하지 않은 소재를 영화에서 잘 풀어내서 재미있었습니당 추천합니당"
127 시간,"와........... 큰칼로 한번에 내리쳐 잘라도 기절할판국에............... 저 작은칼로 후벼파듯이 잘라내다니 와............... 진짜 기절안하고 해냈다는게 믿기지가않는다.....비오는 장면에서 그게 현실이길 바란 응석받이 같은 내 삶에 태도....하지만 진짜 삶이란 건 기적으로 얻어지지않는다. 고통에도 눈 똑바로 뜨고 정말 팔이라도 잘라야 얻을 수 있는게 삶이다. 대니보일 연출력도 돋보였음...살기 위해 보여지는 모든 장면은 잔인지만, 눈을 찌푸리지 않게 된다.이게 실화라는게 진짜 대단한거 같아요.. 저같으면 그냥 팔이낀채로 죽었을텐데 ㅋㅋㅋ 진짜 대단한거같네요진짜 대단하다는 말 밖에 나오지 않는다. 그리고 처음 알았다. 신경을 건드리면 얼마나 고통스러운지.감정을 고조시키는 각색과 편집. 제임스 프랭코의 재능을 발견하다.극한 상황에서 생을 포기하지 않는 용기 대단하고 감동적이네요생존에 대한 인간의 열망과 그 이후로 보이는 것들에 대한 영화. 팔을 자르는 장면은 어느 고어 영화보다 보기 힘들었다.그래비티와 비슷한 느낌. 삶을 감사히 여기게 된다.쌀밥에 김치와 물 한컵 등 사소한 삶의 모든것들에 감사하게 만드는 영화...지금 살아있음에 감사합니다."
