영화명,평점리뷰
코다,"관람객 올해의 영화입니다 꼭 보세요. 마스크는 꼭 새거 챙겨가세요. 3번쯤 눈물 수도꼭지 터집니다. 기분 좋은 눈물이고 상쾌유쾌경쾌하게 볼 수 있으니 걱정은 마세요관람객 귀로 들으려고 갔다가 마음 뭉클해져서 온 영화. 눈물이 확 쏟아지진 않지만 계속 눈가가 아려옴.관람객 진짜 올해 본 영화중에 최고였음... 제발 상영관좀 늘려줬으면관람객 오랜만에 보는 힐링영화...최근 본 영화 중 가장 여운이 남는 것 같다. 아직도 OST가 머릿속에서 잔잔히, 어렴풋이 맴돈다. OST뿐만 아니라 스토리, 영상미, 연출 모두 좋았다. 스토리를 대략 아는 상태였음에도 ...관람객 스포일러가 포함된 감상평입니다. 감상평 보기관람객 농인 어머니와 같이 보러 가ㅅㅓ 몰래 눈물 흘렸네요! 자연스럽게 눈꼽 떼는 척 눈물 스윽 - 공감 되는 부분도 있었고 공연이나 청인들을 만났을 때 소리를 듣지 못하는 부모님의 시선이 굉장히 궁금했었는데 .. 간접적으...관람객 올해 본 영화들 중에서 제일 좋았다관람객 물론 내용이 다소 뻔할 수 있지만 그걸 알고 봐도 감동적이고 재밌어요. 연기천재들.. 주인공 음색 너무 좋음ㅠㅠ관람객 진짜 너무너무재밌고 감동적이고 진짜좋았어요 ㅠㅠ 영화관 벽에 큰포스터도 없고., 그 작은 포스터도 없어서 너무 아쉬웠음관람객 오랜만에 진짜 괜찮은 영화를 봤다연출"
자산어보,"관람객 근래에 봤던 영화 중에 가장 깊은 감동이 있네요.보고 나온 이후에도 여운이 길어서 많은분들께 추천해드리고싶습니다. 연출 배우님들 참 멋지고 좋습니다.관람객 흑백영화라 사실 왜 흑백으로 했을까 생각했었는데 영화를 끝까지 다보고 난 뒤 이준익 감독님의 소름돋는 연출력을 느낄수 있었습니다 오랜만에 눈물도 흘리고 넘 재밌게 본 영화네요 개인적으로 한국사공부하면서 정약전에 대해...관람객 흑백의 미. 양반, 상X이란 단어는 쓰이지 않을 지언정 지금도 크게 다르지 않은 현실이 슬프다.관람객 맘편하게 볼 수 있었던 작품성 높았던 영화!관람객 마침 최근 강진군 여행시 다산의 흔적을 보고 왔는데영화에서 다산과 자산의 애틋한 형제애가 따뜻해 보인다배우들의 연기력도 좋고 바다를 배경으로 한 영상미가 뛰어났다관람객 배우 연기와 스토리도 너무 좋아 주위 사람들에게 추천하고 싶다. 코로나로 걱정했는데 극장에서 자리배치등 마음 편하게 좋은 영화 보고 왔어요관람객 잔잔하면서 마음속에 깊이 파고드는 좋습니다관람객 스포일러가 포함된 감상평입니다. 감상평 보기관람객 오랜만에 많은 생각을 하게 해준 영화였어요~ 연출, 연기 모두 좋았어요~^^관람객 흑백영상에 잔잔한 스토리가 좋았어요.."
"지금, 만나러 갑니다","지구최강의영화장마철만 되면 생각나후반부에 지금,만나러 갑니다 할때 소름돋음평점은 거짓말을 하지않는다 눈물 펑펑 흘리면서 봤네요ㅜㅜ너와의 인연이 그렇게 끝날 것을 알면서도, 그때로 돌아간다면, 나는 너를 만나러 갈까.영화시작부터 끝까지의 스토리가 정말 잘짜여있는것 같다처음에는 시큰둥하고 보았는데 마지막에는감격했다 이영화를 보고아무느낌이 없다는 사람들은 현대일상생활에 감정이 메마를대로 메마른 사람들일 것이다짱잼있어요ㅠㅠㅠㅠㅠㅠㅠㅠ중간중간에몇번눈물나왔ㅇ..ㅠㅠ사람이 태어났으면 이정도영화는 보고 죽어야지일본영화인식을 단번에깨버린 영화 펑펑울음 남잔데...타쿠미가 다이어리를 읽기 시작하면서부터 이 영화는 정말 폭풍 감동이다"
해리 포터와 마법사의 돌,"설렘을 준 영화. 그 어린 나이에 즐거운 상상을 하게 해준, 판타지의 시작. 지금은 추억이 되어버렸다는게 믿기힘들정도로 내 삶의 큰 부분을 차지했었던 영화였다. 해리포터 개봉날은 연중행사였어...전설의 시작전 이 영화를 잊지않을겁니다. 영원히요. 그리고, 제겐 역대 최고의 영화로 남을지도;;;? 모르겠네요.이때로 돌아가고 싶다...애들 너무 귀여워 ㅠㅠ호그와트... 그곳에 가고 싶다,나를 바꿔준 해리포터, 정말 역대 최고의 영화이다. 정말 이것을 만들게 해준 모든 사람들께 항상 정말 감사한다. 난 죽을때까지 포터헤드로 남을것이다.옛 추억이 갑자기 떠올라 오랜만에 봤는데 정말 재밌다. 앞으로 이만한 판타지 영화가 또 나올 수 있을까 정말 잘 만들었고, 몇 번을 봐도 질리지가 않는다. 마법사의 돌 시리즈는 역대 시리즈중 제일 잘 만든듯하다.제일 해리포터다운 해리포터 다들 뽀송뽀송해십대를 함께 걸어준 소중한 친구"
나 홀로 집에 2 - 뉴욕을 헤매다,"1편 2편 까지가 레전설2편까지는 정말 말 그대로 대박임. 근데 3편부터...재밌는데, 도둑이 살아있는게 참 신기함 ㅋㅋㅋㅋㅋ속편이 성공한 몇 안되는 영화.ㅋㅋㅋ딱 여기까지 재미있었다.ㅋㅋㅋ3,4는 진짜 같은이름 붙이면 안돼 ㅋㅋ역시 나홀로집에 시리즈중 최고의 작품인건 맥컬리컬킨 주연이죠!!진짜재밌다.근데3편부터는대체뭐지..라는생각이든다 역시 하이라이트는1,2편근데 맨날 그티비에서총쏘는아저씨누구지대체 ..어렷을때본거라 더 감동스럽고, 가슴이왠지뭉클하다~ 어릴때나지금이나 언제어디서봐도감동있고, 재미있는 영화다... 영화와TV출연으로인해상처를많이받은 맥컬린 컬킨♡ 화이팅!!언제나응원합니다!!!!!!화이팅!!!!1편도 대박이지만 개인적으로 2편을 더 재미있게봤다.. 레전설중 레전설이라고 해도 손색없다.어릴 적 미국에 대한 환상과 동경을 모두 담은 영화 ㅋㅋㅋ 그래서 지금 봐도 재밌고 질리지가 않음1편2편까지는정말최고 +레전설+크리스마스분위기를 가장잘나타내는영화 짱"
에이리언 2,"개인적으로 그어떤영화도 T2의 경쟁상대로 갖다붙이지않는데 유일하게 대적할만한 작품이 에이리언2임.제임스 카메룬 : 전편보다 나은 속편이 없다고?? 여깄지롱공포, 스릴, 밀리터리, 괴물 4박자의 환상적조화 86년 영화다.... 요새 영화 반성좀 해라..아니 어떻게 2011년작 7광구보다 86년작 에일리언 2편이 훨씬 더 낫다는 생각이...무삭제 원판 구해서 꼭 보세요. 케이블에서 무삭제 원판 해줬으면 좋겠네요. 그 어떤 칭찬을 해도 모자를 SF 스릴러물 중 전무후무한 역작... 제가 죽기 전까지 에일리언2를 능가한 아니 근접한 영화가 나올까 30여...내 인생 통틀어 5손가락 안에 드는 명작. 에이리언은 4편까지 나왔는데 그 중 단연 1위인 것이 에이리언2!!! 스토리, 연출, 효과, 무기/장비 등 대박!!! 최신 SF영화까지 포함해도 감히 금세기 최고의 SF영...이게 80년대 영화란다 근데 퀄리티를 봐라 ㅎㄷㄷ진짜 괜히 제임스 카메론이 아니다.아직도 기억나는 게에이리언들이 떼로 오는데 분명 게이트를 통과했다는 레이더가 번쩍번쩍그런데 천장타고 폭풍러쉬하던 그 장면; 리플리가 막판에 소녀구하로 가는 장면; 명작입니다;스릴과 긴장감은 역대최고다 어떤 영화도 에일리언2를 따라올수 없다.이거 안 봤으면 SF 영화 봤다고 하지 마라. 쪽 팔린다."
울지마 톤즈,지금도 신부님의 뜻을 이어나가 톤즈에 병원과 학교를 짓는 사업을 하고있어요 모금활동도 하니 많은관심 가져주세요 스마일톤즈 검색하면 톤즈의 근황을 알수있고 기부도 하실수있어요. 울지마톤즈를 보고 감동받으신 많은분들 ...종교를 떠나..정말 사랑을 실처하신 분이다...ㄷㄷ;;;; 말로만 떠드는 여타 목사랑 다르시네요인간이 인간에게 가장 아름다운 꽃이 될수 있다는걸 보여주었다 . 감동 그 이상의 영화학교 도서관에서 책으로 톤즈의약속 읽어봤는데 온몸의 전율을 느껴봤음 종교를 떠나서 하늘에서 내려온 대천사 급 이책이 내가 살면서 가장 재미를 느꼈던 책임 ㅋㅋㅋ 학교 수업시간에도 재밌어서 수업 몰래 뒤에서 책읽었음ㅋ...하느님 이 성자를 이 세상에 허락해주셔서 정말 감사합니다.너무 일찍가신듯...ㅠㅠ 가족끼리 같이 다 보고 엉엉 울었어요. 하느님이 천사가 한명 부족해 대려가신듯 해요..존경하고 사랑합니다 이태석 신부님이건 그냥 만점! 안 본 분들 꼭 보세요. 두번 보세요.1점 0점 주는 사람들은 도대체 무슨 억하심정이 있어서일까... 종교는 다르지만 진심으로 존경합니다 이태석 신부님...진정 예수님께서 가르시친 삶을 그대로 실천하신 위대하신 분
아기공룡 둘리 - 얼음별 대모험,엄마 같이 있으면 안돼요? 10분만요! 1분만요!고길동아저씨의 소드 마스터 각성유머 코드는 지금 봐도 매우 훌륭함. 숨겨진 명작.이거 진짜 어렷을때 재밌게 봤던 만화이다. 지금봐도 재밌음.100점을 주고싶은 영화..명작!진짜 거짓말 안하고 수십번은 봤던 만화영화 지금다시봐도 재밌죠어렸을적 티비로 열번은 본거같은데 볼때마다 찡하다어렸을 시적에 재미도 있고 감동도 있었던 최고의 국산 애니메이션 영화 작품나를 따르라 졸개들아 진군이다.겨울왕국 이상의 평점이다
더 록,"악당의 의도조차 상당히 납득이 가능한 영화.전설의 영화한마디로 최고라는 단어밖에 생각이 나지 않는 영화!!니콜라스 케이지 이 당시 영화 찍는거마다 무조건 초대박내 인생에 더록 그 이상의 걸작은 없다.다시 봐도 전율이 일어나는 배우들의 면면 그리고 영화의 분위기. 요즘 블록버스터에서는 느낄 수 없는 그 비장함과 선과악의 모든 면을 다뤄내는 구성까지. 클래식이란 이런것임을 보여주는 명작. 그런 마이클 베이가 이제는...간지폭풍명감독과 명배우들이 만들어낸 완벽한 영화! 지금은 없어진 이대 앞 신촌 아트홀 (?) 극장에서 개봉당시 친구와 함께 보면서 감동받았는데, 그당시 동시 개봉했던 미션임파서블, 이레이져, 인디펜던스데이 등 그때 영화들이...진짜 이건 대대로 물려줘야할 영화다악당이 죽지말라고 생각하면서 본영화는 처음이다."
미세스 다웃파이어,"20년이 지나고 봣어도 이런휴머니즘은 잊혀지지 않네여 최고란 말밖에 안나옴로빈연기야 뭐 최고죠 ㅎ평점을 466명밖에 등록하지않았다니....은밀하게위대하게같은 영화가 만 명인데 말이다.다시봐도 재밌고 감동있음. 100점 주고싶다.어릴적 추억이 여전히 가슴에남아있다와...이건 정말 최고의 영화에요. 로빈윌리엄스의 사망소식 듣고 너무 가슴아파서 그의 작품들 한 번 쭉 돌며 보고있네요.. 다웃파이어 부인은 로빈윌리엄스 자체임.. 어색하지도 않아 심지어;;EBS에서 보는 중이신 분일부러 로빈 윌리엄스 영화만 골라보는 것도 아닌데, 놀랍게도, 내가 유쾌하게 본 영화 중 상당수에 그가 등장한다. 요즘같이 자극적인 영화가 난무하는 세상에도 먹힐만한 이야기인지는 모르겠지만, 적어도 나는 아직 이런게...굿입니다로빈윌리엄스의 사망소식에 가장 먼저 떠오른 작품.. 명작중의 명작이거 만든 감독 나홀로 집에 만든 감도 아니여? 진짜 가족영화의 대가인듯.... 중간에 보다 평점주러오네이아저씨 보통 코미디내공이 아니세요.. 식당에서 두탕뛰는씬은 전설이다"
다크 나이트,"박평식 ""동전 던지기는 진부해"" ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그러고도 니가 평론가냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ호랑이는 죽어서 가죽을 남기고 히스레저는 조커를 남겼다.다크나이트의 유일한 오점 : 매기질렌할...좀 더 이쁜애가 했어야했어마지막 엔딩에서 싼다. 팬티 챙겨라.박평식아 너는 배트맨이 언제나온 만화인줄이나 아니? 하비덴트 동전던지기는 너가 영화를 보고 식상하다고 하기 훨씬 전에 이미 존재했단다.결정적으로 조커를 패배시킨것은 고든도 아닌 배트맨도 아닌 크루즈에있던범죄자들과 시민들의 선택이었다 이사람들의 선택이 배트맨을 다크나이트로써완성시켜주었다흔한 영웅물을 보러갔다가 생생한 철학수업들은 느낌.관람객 개인적으로 역대 Top3안에 들어가는 영화마지막 씬은 정말 볼때마다 온몸에 전율과 소름이본사람은 이해할것이다박평식의 까기위해 쓰는 평론은 진부해"
아마데우스,이게 85년 작이라니 믿을 수 없다.85년 작이라는 것을 감안하고 보면 감탄뿐인 영화. 조금 지루할 수도 있는데 살리에리와 모짜르트의 생애를 뛰어난 연기력으로 소화했다는 게 최고..저는 예술영화중에 최고인것 같네요. 연출 연기 다 마음에 듭니다.재능은 공평한가?잠안오는날 지루한 영화 한편보고 자려고 봤는데 실망이에요..나이를 조금 더 먹은 후에 봐야 더 다가오는 영화.중학교때 음악선생님이 보여준 아마데우스는 지루했지만 4년 뒤 혼자 본 아마데우스는 역작이었다.모차르트의 삶이평탄하지많은 않앗규나희대의 명작. 이 세상에 완벽한 영화란 없겠지만 하나를 꼽으라하면 이 영화를 꼽겠다.천재를 시기했던 한 범재의 이야기... 영원히 꺼지지 않는 불길 앞에서 평범한 사람들의 대변인임을 자처한 살리에리의 심정이 절실히 느껴졌다.이 영화를 한번 본다면 모차르트의 천재성에 감탄할것이고 두번 본다면 살리에리의 집요함에 눈을 찌푸릴 것이고 세번 이상 본다면 살리에리를 동정하게 될 것이다.
빌리 엘리어트,"빌리가 아버지 앞에서 말보다 춤을 춰보이고 그걸 본, 발레라곤 전혀 모르는 아버지가 아들의 재능이 얼마나 대단한지 이해하고, 자신의 신념을 꺾고 동료들에게 욕먹으면서 그 캄캄한 탄광으로 다시 돌아가는 장면은 언제 봐...최고의 명장면은, 빌리를 로얄발레학교로 보낸 뒤 아버지와 형이 무거운 어깨와 표정으로 함께 엘리베이터를 타고 땅 밑으로 들어가는 장면이라고 생각합니다.이제서야 이걸 보다니 어두웠던 영국의 노동자의 아픔과 한소년의 꿈 그리고 희망을 절묘하게 버무린 명작...아껴둔 보람이있어...최고다. 비슷한 플롯의 영화들은 널리고 널렸지만 빌리 엘리어트를 뛰어넘는 명작은 아직 없다고 생각한다. 사회와 개인 모두를 놓치지 않고 영국적인 매력으로 만들어낸 수작!제이미 벨 어린 나이의 그 연기가 놀랍다. 마지막 다 큰 빌리가 백조의 호수와 함께 비상하던 장면에서 돋던 소름은 잊을 수가 없음.자식을 위해 자신의 모든 걸 버리고 돌아가는 아버지의 모습에 엉엉 울어버렸다. 여운이 많이 남는다... 정말 영화에 흠뻑 빠지고 가는 느낌감히 최고라고 말할 수 있는 영화입니다. 두번 세번 보면서 느끼는 연기와 구성의 꼼꼼함... 정말 좋은 영화임.심장이 뻐근해지는 라스트씬또봤는데 또좋다 그 마지막 순간을 위해 숨죽이며 기다리는 시간이, 아빠의 뜨거운 눈시울이...대놓고 감정팔이 하는게 아니라서 좋았다. 소년의 꿈도, 아버지의 희생도 모두 진심으로 안타깝고 감동적이었다."
